Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450072209;FONTAINE_BOIS;Particulier;;57F;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3485989042373907, 48.83214203536022], ""type"": ""Point""}";48.83214203536022, 2.3485989042373907
450072246;FONTAINE_BOIS;GHM Bois;;;JARDIN JAMES JOYCE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3735096548391774, 48.835837141100754], ""type"": ""Point""}";48.835837141100754, 2.3735096548391774
450071824;FONTAINE_BOIS;Particulier;;FACE 65;QUAI D ORSAY;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3064289088507355, 48.86266040555054], ""type"": ""Point""}";48.86266040555054, 2.3064289088507355
450071831;FONTAINE_BOIS;GHM Bois;;;SQUARE DES MISSIONS ETRANGERES;PARIS 7EME ARRONDISSEMENT;NON;2024-01-02T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.324490640796506, 48.85261960736377], ""type"": ""Point""}";48.85261960736377, 2.324490640796506
450072217;FONTAINE_BOIS;Particulier;14;;AVENUE BOUTROUX;PARIS 13EME ARRONDISSEMENT;NON;2024-04-12T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.375976146024523, 48.82174490412282], ""type"": ""Point""}";48.82174490412282, 2.375976146024523
450072230;FONTAINE_BOIS;Particulier;;43;RUE GANDON;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.362733407767958, 48.82000930344658], ""type"": ""Point""}";48.82000930344658, 2.362733407767958
450072074;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.244899832383492, 48.86875362731315], ""type"": ""Point""}";48.86875362731315, 2.244899832383492
450072233;FONTAINE_BOIS;Santa Cole Atlantida;;15;RUE THOMAS MANN;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.380380511401476, 48.82936973111645], ""type"": ""Point""}";48.82936973111645, 2.380380511401476
450072580;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE MONSEIGNEUR MAILLET;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3935770907815943, 48.87712703026394], ""type"": ""Point""}";48.87712703026394, 2.3935770907815943
450072468;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE MARIA DERAISMES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3265023982821402, 48.89475326629878], ""type"": ""Point""}";48.89475326629878, 2.3265023982821402
450072629;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;FACE 9;AVENUE GAMBETTA;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3897627308900296, 48.86318339859158], ""type"": ""Point""}";48.86318339859158, 2.3897627308900296
450072141;FONTAINE_BOIS;GHM Bois;;5F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.381488846030293, 48.86495176358077], ""type"": ""Point""}";48.86495176358077, 2.381488846030293
450071748;FONTAINE_BOIS;GHM Bois;4;;RUE DE L ABBE MIGNE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3580558446880717, 48.858898152647924], ""type"": ""Point""}";48.858898152647924, 2.3580558446880717
450024969;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.299714306590822, 48.85541442556908], ""type"": ""Point""}";48.85541442556908, 2.299714306590822
450072133;FONTAINE_BOIS;GHM Bois;;7F;RUE DU GENERAL BLAISE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.378563243336116, 48.86163935229644], ""type"": ""Point""}";48.86163935229644, 2.378563243336116
450072205;FONTAINE_BOIS;Salamandre;;;SQUARE PAUL GRIMAULT;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3483249520744196, 48.82301262058871], ""type"": ""Point""}";48.82301262058871, 2.3483249520744196
450072642;FONTAINE_BOIS;GHM Bois;;13F;RUE DES ORMEAUX;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.400108821340463, 48.85091496334715], ""type"": ""Point""}";48.85091496334715, 2.400108821340463
450070455;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE FORTUNEE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2498464148383372, 48.85021180395357], ""type"": ""Point""}";48.85021180395357, 2.2498464148383372
450072562;FONTAINE_BOIS;GHM Bois;;;BOULEVARD D ALGERIE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3974134918662235, 48.88176073959854], ""type"": ""Point""}";48.88176073959854, 2.3974134918662235
450072645;FONTAINE_BOIS;GHM Bois;58;;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4047200960717134, 48.848719093501614], ""type"": ""Point""}";48.848719093501614, 2.4047200960717134
450072649;FONTAINE_BOIS;GHM Bois;148;;RUE DE BAGNOLET;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4067277895081323, 48.86184145037072], ""type"": ""Point""}";48.86184145037072, 2.4067277895081323
450071728;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE LOUVOIS;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3372605455623314, 48.86796776796511], ""type"": ""Point""}";48.86796776796511, 2.3372605455623314
450072501;FONTAINE_BOIS;GHM Bois;;;IMPASSE DE LA DEFENSE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.327798432631408, 48.885705203272224], ""type"": ""Point""}";48.885705203272224, 2.327798432631408
450077182;FONTAINE_BOIS;GHM Bois;;;RUE RIQUET;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3633013314317286, 48.889446412669884], ""type"": ""Point""}";48.889446412669884, 2.3633013314317286
450077090;FONTAINE_BOIS;Particulier;;;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.303655814363947, 48.825210273105824], ""type"": ""Point""}";48.825210273105824, 2.303655814363947
450077178;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4085456994068037, 48.879109917531444], ""type"": ""Point""}";48.879109917531444, 2.4085456994068037
450077654;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE DES MARRONNIERS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.284785734263238, 48.86212208747986], ""type"": ""Point""}";48.86212208747986, 2.284785734263238
450077671;FONTAINE_BOIS;Bayard BF3;;;RUE BALTARD;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3460529755217836, 48.86214073988699], ""type"": ""Point""}";48.86214073988699, 2.3460529755217836
450077685;FONTAINE_BOIS;;;;AVENUE DE MONTEBELLO;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.331068593683841, 48.88831211706412], ""type"": ""Point""}";48.88831211706412, 2.331068593683841
450077693;FONTAINE_BOIS;;;;AVENUE DE LA CROIX;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.330339356117468, 48.88686572108438], ""type"": ""Point""}";48.88686572108438, 2.330339356117468
450077714;FONTAINE_BOIS;;;;RUE GUTENBERG;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2790697682316443, 48.84158520043376], ""type"": ""Point""}";48.84158520043376, 2.2790697682316443
450077416;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2501657556586334, 48.87351714039137], ""type"": ""Point""}";48.87351714039137, 2.2501657556586334
450077422;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2479128869964997, 48.872953035574334], ""type"": ""Point""}";48.872953035574334, 2.2479128869964997
450077429;FONTAINE_BOIS;Bayard D1;;;RUE DE NOISY LE SEC;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4130170697826, 48.8722372633126], ""type"": ""Point""}";48.8722372633126, 2.4130170697826
450077456;FONTAINE_BOIS;Particulier;220F;;RUE DE LA CROIX NIVERT;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2901719995694245, 48.836828000283845], ""type"": ""Point""}";48.836828000283845, 2.2901719995694245
450077517;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38064187500718, 48.878713960626165], ""type"": ""Point""}";48.878713960626165, 2.38064187500718
450077527;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4085325554423673, 48.87864849911925], ""type"": ""Point""}";48.87864849911925, 2.4085325554423673
450080368;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE LENOIR;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.32694438476046, 48.83944882257557], ""type"": ""Point""}";48.83944882257557, 2.32694438476046
450019295;BORNE_FONTAINE;GHM Ronde;68F;;COURS DE VINCENNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4049020660115725, 48.84744934199842], ""type"": ""Point""}";48.84744934199842, 2.4049020660115725
450024987;BORNE_FONTAINE;GHM Ville de Paris;42;;RUE CASSINI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3360677090462167, 48.83729003881578], ""type"": ""Point""}";48.83729003881578, 2.3360677090462167
450080348;BORNE_FONTAINE;GHM Ville de Paris;;;AVENUE MATIGNON;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.311163710184718, 48.86941176190466], ""type"": ""Point""}";48.86941176190466, 2.311163710184718
450085261;FONTAINE_2EN1;Mât source;;3;AVENUE EMILE ET ARMAND MASSARD;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2967466047931357, 48.888446430281476], ""type"": ""Point""}";48.888446430281476, 2.2967466047931357
450080995;FONTAINE_2EN1;Mât source;;7;RUE EMILE BLEMONT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3419862356352485, 48.89499724328696], ""type"": ""Point""}";48.89499724328696, 2.3419862356352485
450085260;FONTAINE_2EN1;Mât source;8;;RUE HENRI POINCARE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4019949790270365, 48.86982283638599], ""type"": ""Point""}";48.86982283638599, 2.4019949790270365
450085194;FONTAINE_2EN1;Mât source;;17;RUE DE L ARGONNE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3829307605373646, 48.89353645054427], ""type"": ""Point""}";48.89353645054427, 2.3829307605373646
450085179;FONTAINE_2EN1;Mât source;;;PLACE MARTIN NADAUD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3944332650636158, 48.864942025566386], ""type"": ""Point""}";48.864942025566386, 2.3944332650636158
450085165;FONTAINE_2EN1;Mât source;;;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2885457865832857, 48.83218570546326], ""type"": ""Point""}";48.83218570546326, 2.2885457865832857
450085267;FONTAINE_2EN1;Mât source;136;;AVENUE DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.299503146284392, 48.87261686010172], ""type"": ""Point""}";48.87261686010172, 2.299503146284392
450085107;FONTAINE_2EN1;Mât source;;51T;BOULEVARD BERTHIER;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.297479899658927, 48.88681945595565], ""type"": ""Point""}";48.88681945595565, 2.297479899658927
450085257;FONTAINE_2EN1;Mât source;;;RUE JACQUARD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37307926246351, 48.86470373112429], ""type"": ""Point""}";48.86470373112429, 2.37307926246351
450085220;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;BOULEVARD MACDONALD;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.370941602302592, 48.89844254834711], ""type"": ""Point""}";48.89844254834711, 2.370941602302592
450085225;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;RUE DE L AMIRAL COLIGNY;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3402963588603645, 48.86015673403067], ""type"": ""Point""}";48.86015673403067, 2.3402963588603645
450080754;FONTAINE_ARCEAU;Fontaine Arceau;;Face 11;AVENUE RENE COTY;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3334684031929505, 48.831562036512864], ""type"": ""Point""}";48.831562036512864, 2.3334684031929505
450081006;FONTAINE_ARCEAU;Fontaine Arceau;;;RUE D AUBERVILLIERS;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.372228719260025, 48.89657302142379], ""type"": ""Point""}";48.89657302142379, 2.372228719260025
450019159;FONTAINE_BOIS;GHM Bois;;;SQUARE BREGUET-SABIN;PARIS 11EME ARRONDISSEMENT;NON;2024-07-10T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.3709764071653394, 48.85703481850718], ""type"": ""Point""}";48.85703481850718, 2.3709764071653394
450025387;FONTAINE_BOIS;Wallace Bois;;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4114549035057316, 48.83330024806651], ""type"": ""Point""}";48.83330024806651, 2.4114549035057316
450025180;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU GRAND PRIEUR;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4554103824877633, 48.83561146226502], ""type"": ""Point""}";48.83561146226502, 2.4554103824877633
450026021;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES LACS A MADRID;PARIS 16EME ARRONDISSEMENT;NON;2024-03-27T02:00:00+01:00;;APP SANS EAU;"{""coordinates"": [2.2589624672538453, 48.87069447134655], ""type"": ""Point""}";48.87069447134655, 2.2589624672538453
450025721;FONTAINE_BOIS;Wallace Bois;;;ALLEE ROYALE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4340027361845977, 48.83515123200756], ""type"": ""Point""}";48.83515123200756, 2.4340027361845977
450025723;FONTAINE_BOIS;Wallace Bois;;;AVENUE DES TRIBUNES;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4328485157061355, 48.82641517885175], ""type"": ""Point""}";48.82641517885175, 2.4328485157061355
450072251;FONTAINE_BOIS;GHM Bois;;;PARC KELLERMANN;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3559096824271912, 48.81842564839067], ""type"": ""Point""}";48.81842564839067, 2.3559096824271912
450072308;FONTAINE_BOIS;Ville de Paris Bois;;133F;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2023-03-27T04:00:00+02:00;2028-12-31T02:00:00+01:00;APP SUR CHANTIER;"{""coordinates"": [2.3121662894217607, 48.83343125133059], ""type"": ""Point""}";48.83343125133059, 2.3121662894217607
450071601;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE DE BRETAGNE;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3610034303039047, 48.864035197090374], ""type"": ""Point""}";48.864035197090374, 2.3610034303039047
450071816;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;49F;RUE CENSIER;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.35028817759944, 48.83959742754409], ""type"": ""Point""}";48.83959742754409, 2.35028817759944
450072166;FONTAINE_BOIS;Particulier;40F;;BOULEVARD DE LA BASTILLE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.368496704263309, 48.85060547737247], ""type"": ""Point""}";48.85060547737247, 2.368496704263309
450072328;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE DE L EGLISE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2894821801634726, 48.84380653600779], ""type"": ""Point""}";48.84380653600779, 2.2894821801634726
450072330;FONTAINE_BOIS;Bayard D1;;;SQUARE DU DOCTEUR CALMETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2974624354466333, 48.828657257535546], ""type"": ""Point""}";48.828657257535546, 2.2974624354466333
450072590;FONTAINE_BOIS;GHM Bois;148F;;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3971842386758375, 48.87042921127095], ""type"": ""Point""}";48.87042921127095, 2.3971842386758375
450072443;FONTAINE_BOIS;Bayard D1;;;SQUARE DE L AMERIQUE LATINE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2896784923380324, 48.88607993461303], ""type"": ""Point""}";48.88607993461303, 2.2896784923380324
450072208;FONTAINE_BOIS;GHM Bois;;;SQUARE LOUIS SAY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.361323306389521, 48.831378613927974], ""type"": ""Point""}";48.831378613927974, 2.361323306389521
450072240;FONTAINE_BOIS;GHM Bois;;;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3701540485025565, 48.8314704804147], ""type"": ""Point""}";48.8314704804147, 2.3701540485025565
450071821;FONTAINE_BOIS;GHM Bois;;;SQUARE LAURENT PRACHE;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3339095947677433, 48.85417875365801], ""type"": ""Point""}";48.85417875365801, 2.3339095947677433
450071827;FONTAINE_BOIS;GHM Bois;6F;;PLACE DU PRESIDENT MITHOUARD;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3130395107300425, 48.8509466906694], ""type"": ""Point""}";48.8509466906694, 2.3130395107300425
450071921;FONTAINE_BOIS;GHM Bois;8;;RUE DES RECOLLETS;PARIS 10EME ARRONDISSEMENT;NON;2024-08-01T04:00:00+02:00;2024-08-14T04:00:00+02:00;APP A REPARER;"{""coordinates"": [2.3619304353700974, 48.87551237301164], ""type"": ""Point""}";48.87551237301164, 2.3619304353700974
450072388;FONTAINE_BOIS;GHM Bois;;;SQUARE PABLO CASALS;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.285683210712613, 48.848825730636776], ""type"": ""Point""}";48.848825730636776, 2.285683210712613
450070534;FONTAINE_BOIS;Ville de Paris Bois;;;CARREFOUR DE LONGCHAMP;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2411307015867807, 48.86396163731389], ""type"": ""Point""}";48.86396163731389, 2.2411307015867807
450070533;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2616783690311717, 48.86207887153428], ""type"": ""Point""}";48.86207887153428, 2.2616783690311717
450072464;FONTAINE_BOIS;GHM Bois;;145 FACE;RUE CARDINET;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3155862930756252, 48.887940516003624], ""type"": ""Point""}";48.887940516003624, 2.3155862930756252
450072341;FONTAINE_BOIS;GHM Bois;18F;;PLACE DUPLEIX;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.295398143952318, 48.85123412050342], ""type"": ""Point""}";48.85123412050342, 2.295398143952318
450072343;FONTAINE_BOIS;Metalco Fuente;;;PLACE 5 MARTYRS LYCEE BUFFON;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3179673686234574, 48.8395115343833], ""type"": ""Point""}";48.8395115343833, 2.3179673686234574
450072409;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PLACE DES ETATS UNIS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2946842105602347, 48.86780511482546], ""type"": ""Point""}";48.86780511482546, 2.2946842105602347
450072275;FONTAINE_BOIS;Wallace Bois;;;SQUARE FERDINAND BRUNOT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3267099633931654, 48.832378681313905], ""type"": ""Point""}";48.832378681313905, 2.3267099633931654
450071745;FONTAINE_BOIS;Bayard D1;10;;RUE DES ROSIERS;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3599509912377834, 48.85762391654297], ""type"": ""Point""}";48.85762391654297, 2.3599509912377834
450072547;FONTAINE_BOIS;GHM Bois;;35F;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.366497774355185, 48.8998866637971], ""type"": ""Point""}";48.8998866637971, 2.366497774355185
450070461;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SEVRES A NEUILLY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.237677219403202, 48.85549370330184], ""type"": ""Point""}";48.85549370330184, 2.237677219403202
450070462;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES TRIBUNES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2297592714342747, 48.852751907120286], ""type"": ""Point""}";48.852751907120286, 2.2297592714342747
450070467;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SEVRES A NEUILLY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.247793109258804, 48.873694765865686], ""type"": ""Point""}";48.873694765865686, 2.247793109258804
450072657;FONTAINE_BOIS;GHM Bois;10;;RUE DES AMANDIERS;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.388943785706404, 48.863572113880224], ""type"": ""Point""}";48.863572113880224, 2.388943785706404
450071742;FONTAINE_BOIS;GHM Bois;14;;RUE VILLEHARDOUIN;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.365377829920052, 48.859375944570075], ""type"": ""Point""}";48.859375944570075, 2.365377829920052
450077172;FONTAINE_BOIS;GHM Bois;;;RUE VITRUVE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.401467283150126, 48.85594112325969], ""type"": ""Point""}";48.85594112325969, 2.401467283150126
450077177;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.408728548115892, 48.87883978579616], ""type"": ""Point""}";48.87883978579616, 2.408728548115892
450072802;FONTAINE_BOIS;Santa Cole Atlantida;;23;RUE BRILLAT SAVARIN;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3484272393875862, 48.821894497983045], ""type"": ""Point""}";48.821894497983045, 2.3484272393875862
450077560;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU DEPARTEMENT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.361871597872025, 48.886737567880914], ""type"": ""Point""}";48.886737567880914, 2.361871597872025
450077561;FONTAINE_BOIS;;;;RUE NORVINS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.338414632647308, 48.88750324177593], ""type"": ""Point""}";48.88750324177593, 2.338414632647308
450077669;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE LA BELLE GABRIELLE;NOGENT-SUR-MARNE;OUI;;;;"{""coordinates"": [2.4689490934030287, 48.83438081593217], ""type"": ""Point""}";48.83438081593217, 2.4689490934030287
450077690;FONTAINE_BOIS;;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.331607648778825, 48.886153700897204], ""type"": ""Point""}";48.886153700897204, 2.331607648778825
450077743;FONTAINE_BOIS;Bayard D1;;;AVENUE TRANSVERSALE 2;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3967574101529565, 48.86056615741], ""type"": ""Point""}";48.86056615741, 2.3967574101529565
450077151;FONTAINE_BOIS;Metalco Fuente;;;PLACE 5 MARTYRS LYCEE BUFFON;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.318986215228131, 48.839499938163776], ""type"": ""Point""}";48.839499938163776, 2.318986215228131
